id | Fermi name | Counterpart name | RA (J2000.0) | Dec (J2000.0) | Class | Redshift | Flux 1-100 GeV (ph/cm2/s) | Spectral index
258 | 2FGLJ1435.1+2022 | CRATES J1435+2021 | 218.84083 | 20.35519 | BL Lac | 0.748 | (5+/-1.2) e-10 | 2.35
259 | 2FGLJ1437.1+5640 | BZB J1436+5639 | 219.24042 | 56.657 | BL Lac | 0 | (4.7+/-1) e-10 | 1.533
260 | 2FGLJ1439.2+3932 | PG 1437+398 | 219.8225 | 39.54508 | BL Lac | 0.349 | (4.1+/-1) e-10 | 1.69
261 | 2FGLJ1440.3+4948 | GB6 J1439+4958 | 219.94542 | 49.96814 | BL Lac | 0 | (33.7+/-9.6) e-11 | 2.455
262 | 2FGLJ1440.9+0611 | PMN J1440+0610 | 220.22083 | 6.17094 | BL Lac | 0 | (10.8+/-1.6) e-10 | 2.158
263 | 2FGLJ1442.0+4352 | BZB J1442+4348 | 220.53167 | 43.80572 | BL Lac | 0 | (5.1+/-1.1) e-10 | 1.623
264 | 2FGLJ1442.7+1159 | 1ES 1440+122 | 220.70083 | 12.01119 | BL Lac | 0.16309 | (4.6+/-1.1) e-10 | 1.405
265 | 2FGLJ1443.9-3908 | PKS 1440-389 | 220.9875 | -39.14356 | BL Lac | 0.065 | (32.5+/-2.6) e-10 | 1.766
266 | 2FGLJ1448.0+3608 | RBS 1432 | 222.0025 | 36.14194 | BL Lac | 0 | (12+/-1.5) e-10 | 1.891
267 | 2FGLJ1454.4+5123 | TXS 1452+516 | 223.61375 | 51.40964 | BL Lac | 0 | (20.1+/-1.8) e-10 | 2.043
268 | 2FGLJ1501.0+2238 | MS 1458.8+2249 | 225.2575 | 22.63489 | BL Lac | 0.235 | (18.9+/-1.9) e-10 | 1.771
269 | 2FGLJ1503.7-1541 | RBS 1457 | 225.91917 | -15.68831 | BL Lac | 0 | (9.5+/-1.8) e-10 | 1.795
270 | 2FGLJ1504.9-3433 | PMN J1505-3432 | 226.25958 | -34.54925 | BL Lac | 0 | (7.3+/-1.6) e-10 | 2.238
271 | 2FGLJ1506.6+0806 | PMN J1506+0814 | 226.685 | 8.23294 | BL Lac | 0 | (6+/-1.4) e-10 | 1.957
272 | 2FGLJ1508.5+2709 | RBS 1467 | 227.1775 | 27.15233 | BL Lac | 0.27 | (4.1+/-1.1) e-10 | 1.969
273 | 2FGLJ1509.7+5556 | SBS 1508+561 | 227.44958 | 55.93803 | BL Lac | 0 | (3.9+/-1) e-10 | 1.758
274 | 2FGLJ1516.9+1925 | PKS 1514+197 | 229.23667 | 19.53703 | BL Lac | 0 | (4.7+/-1.2) e-10 | 2.462
275 | 2FGLJ1517.7-2421 | AP Librae | 229.42417 | -24.37225 | BL Lac | 0.048 | (51.6+/-3.1) e-10 | 2.055
276 | 2FGLJ1518.0+6526 | 1H 1515+660 | 229.44792 | 65.42317 | BL Lac | 0.702 | (6.9+/-1.2) e-10 | 1.665
277 | 2FGLJ1520.8-0349 | NVSS J152048-034850 | 230.20333 | -3.81394 | BL Lac | 0 | (10.9+/-1.8) e-10 | 1.842
278 | 2FGLJ1522.7-2731 | PKS 1519-273 | 230.65708 | -27.50294 | BL Lac | 1.294 | (35.5+/-2.8) e-10 | 2.215
279 | 2FGLJ1531.0+5725 | 87GB 152947.5+574636 | 232.74292 | 57.60694 | BL Lac | 0 | (38.1+/-9.3) e-11 | 2.077
280 | 2FGLJ1535.4+3720 | RGB J1534+372 | 233.69708 | 37.26497 | BL Lac | 0.143 | (4.5+/-1.1) e-10 | 2.155
281 | 2FGLJ1540.4+1438 | 4C +14.60 | 235.20625 | 14.79625 | BL Lac | 0.605 | (5.2+/-1.3) e-10 | 2.284
282 | 2FGLJ1542.9+6129 | GB6 J1542+6129 | 235.73708 | 61.49869 | BL Lac | 0 | (63.7+/-2.7) e-10 | 1.971
283 | 2FGLJ1546.1+0820 | 1RXS J154604.6+081912 | 236.5175 | 8.32081 | BL Lac | 0 | (3.4+/-1.1) e-10 | 1.573
284 | 2FGLJ1538.1+8159 | 1ES 1544+820 | 235.06542 | 81.91819 | BL Lac | 0 | (40.8+/-9.6) e-11 | 1.475
285 | 2FGLJ1548.8-2251 | PMN J1548-2251 | 237.2075 | -22.85056 | BL Lac | 0.192 | (12.2+/-2) e-10 | 1.933
286 | 2FGLJ1551.9+0855 | TXS 1549+089 | 238.01333 | 8.84653 | BL Lac | 0 | (5.5+/-1.3) e-10 | 1.996
287 | 2FGLJ1553.5-3116 | 1RXS J155333.4-311841 | 238.38958 | -31.30881 | BL Lac | 0 | (7.2+/-1.5) e-10 | 1.569
288 | 2FGLJ1555.7+1111 | PG 1553+113 | 238.92917 | 11.19011 | BL Lac | 0 | (140+/-4.6) e-10 | 1.665
289 | 2FGLJ1559.0+5627 | TXS 1557+565 | 239.70125 | 56.42064 | BL Lac | 0.3 | (12.8+/-1.5) e-10 | 2.098
290 | 2FGLJ1607.0+1552 | 4C +15.54 | 241.77708 | 15.85964 | BL Lac | 0.496 | (21.8+/-2) e-10 | 2.228
291 | 2FGLJ1610.8-6650 | PMN J1610-6649 | 242.69292 | -66.81692 | BL Lac | 0 | (25.7+/-2.3) e-10 | 1.699
292 | 2FGLJ1630.4+5218 | TXS 1629+524 | 247.67958 | 52.36072 | BL Lac | 0 | (9.5+/-1.3) e-10 | 2.027
293 | 2FGLJ1641.6-0614 | TXS 1639-062 | 250.50917 | -6.3565 | BL Lac | 0 | (11.2+/-2.1) e-10 | 2.37
294 | 2FGLJ1649.6+5238 | 87GB 164812.2+524023 | 252.35375 | 52.58722 | BL Lac | 0 | (6.7+/-1.2) e-10 | 2.256
295 | 2FGLJ1653.9+3945 | Mkn 501 | 253.4675 | 39.76014 | BL Lac | 0.0337 | (87.7+/-3.5) e-10 | 1.738
296 | 2FGLJ1719.3+1744 | PKS 1717+177 | 259.80417 | 17.75181 | BL Lac | 0.137 | (22.3+/-2.1) e-10 | 1.842
297 | 2FGLJ1725.0+1151 | 1H 1720+117 | 261.26792 | 11.87094 | BL Lac | 0 | (37+/-2.8) e-10 | 1.928
298 | 2FGLJ1725.2+5853 | 7C 1724+5854 | 261.39583 | 58.86086 | BL Lac | 0 | (5.3+/-1.1) e-10 | 2.256
299 | 2FGLJ1728.2+5015 | I Zw 187 | 262.07708 | 50.21975 | BL Lac | 0.055 | (8.1+/-1.3) e-10 | 1.833
300 | 2FGLJ1731.3+3718 | GB6 J1730+3714 | 262.695 | 37.24856 | BL Lac | 0.204 | (5.9+/-1.3) e-10 | 2.085
301 | 2FGLJ1735.9+2033 | NVSS J173605+203301 | 264.02208 | 20.55022 | BL Lac | 0 | (8.7+/-1.5) e-10 | 1.547
302 | 2FGLJ1744.1+1934 | S3 1741+19 | 265.99125 | 19.58567 | BL Lac | 0.083 | (6.3+/-1.4) e-10 | 1.617
303 | 2FGLJ1742.1+5948 | RGB J1742+597 | 265.63292 | 59.75197 | BL Lac | 0 | (5.3+/-1.1) e-10 | 2.225
304 | 2FGLJ1745.5-0751 | TXS 1742-078 | 266.3625 | -7.88447 | BL Lac | 0 | (10.3+/-2.4) e-10 | 1.799
305 | 2FGLJ1749.1+4323 | B3 1747+433 | 267.25042 | 43.36433 | BL Lac | 0 | (13+/-1.6) e-10 | 2.22
306 | 2FGLJ1748.8+7006 | S4 1749+70 | 267.13667 | 70.09761 | BL Lac | 0.77 | (21.4+/-1.7) e-10 | 2.04
307 | 2FGLJ1751.5+0938 | OT 081 | 267.88667 | 9.65028 | BL Lac | 0.322 | (45.6+/-3.1) e-10 | 2.101
308 | 2FGLJ1754.3+3212 | RX J1754.1+3212 | 268.54875 | 32.20647 | BL Lac | 0 | (23.7+/-2) e-10 | 2.017
309 | 2FGLJ1756.5+5523 | 1RXS J175615.5+552217 | 269.06625 | 55.37158 | BL Lac | 0 | (5.5+/-1.2) e-10 | 1.793
310 | 2FGLJ1800.5+7829 | S5 1803+784 | 270.19042 | 78.46803 | BL Lac | 0.68 | (44.5+/-2.3) e-10 | 2.231
311 | 2FGLJ1806.7+6948 | 3C 371 | 271.71 | 69.82444 | BL Lac | 0.051 | (38.3+/-2.2) e-10 | 2.189
312 | 2FGLJ1809.7+2909 | MG2 J180948+2910 | 272.43875 | 29.17214 | BL Lac | 0 | (11.7+/-1.6) e-10 | 2.035
313 | 2FGLJ1810.8+1606 | 87GB 180835.5+160714 | 272.70875 | 16.13892 | BL Lac | 0 | (10.8+/-1.8) e-10 | 2.134
314 | 2FGLJ1811.3+0339 | NVSS J181118+034114 | 272.825 | 3.68725 | BL Lac | 0 | (9.3+/-2) e-10 | 1.733
315 | 2FGLJ1813.7+0617 | TXS 1811+062 | 273.38875 | 6.26172 | BL Lac | 0 | (9.5+/-1.9) e-10 | 1.973
316 | 2FGLJ1813.5+3143 | B2 1811+31 | 273.39625 | 31.73814 | BL Lac | 0.117 | (17.9+/-1.9) e-10 | 2.109
317 | 2FGLJ1824.0+5650 | 4C +56.27 | 276.02917 | 56.85031 | BL Lac | 0.664 | (26.3+/-2) e-10 | 2.434
318 | 2FGLJ1823.7+6856 | 7C 1823+6856 | 275.88708 | 68.96444 | BL Lac | 0 | (7.8+/-1.2) e-10 | 2.336
319 | 2FGLJ1832.7-5700 | PMN J1832-5659 | 278.12875 | -56.98922 | BL Lac | 0 | (8.3+/-1.5) e-10 | 2.303
320 | 2FGLJ1829.2+5402 | 1RXS J182925.7+540255 | 277.35167 | 54.04992 | BL Lac | 0 | (6.9+/-1.2) e-10 | 1.881
321 | 2FGLJ1836.2+3137 | RX J1836.2+3136 | 279.08833 | 31.60708 | BL Lac | 0 | (8.3+/-1.6) e-10 | 2.284
322 | 2FGLJ1838.7+4759 | GB6 J1838+4802 | 279.705 | 48.043 | BL Lac | 0 | (12+/-1.6) e-10 | 1.725
323 | 2FGLJ1841.7+3221 | RX J1841.7+3218 | 280.44625 | 32.31067 | BL Lac | 0 | (13.7+/-1.9) e-10 | 2.028
324 | 2FGLJ1849.7-4310 | PMN J1849-4314 | 282.35667 | -43.23728 | BL Lac | 0 | (12.6+/-1.8) e-10 | 2.016
325 | 2FGLJ1849.5+2744 | MG2 J184929+2748 | 282.38167 | 27.80022 | BL Lac | 0 | (7.4+/-1.5) e-10 | 2.148
326 | 2FGLJ1903.3+5539 | TXS 1902+556 | 285.79792 | 55.67747 | BL Lac | 0 | (34.7+/-2.3) e-10 | 1.939
327 | 2FGLJ1918.2-4110 | PMN J1918-4111 | 289.56667 | -41.19194 | BL Lac | 0 | (25.4+/-2.4) e-10 | 1.84
328 | 2FGLJ1917.6-1921 | 1H 1914-194 | 289.43667 | -19.35889 | BL Lac | 0.137 | (32.3+/-2.7) e-10 | 1.91
329 | 2FGLJ1921.3-1231 | TXS 1918-126 | 290.34958 | -12.53175 | BL Lac | 0 | (10.4+/-1.9) e-10 | 2.11
330 | 2FGLJ1921.9-1608 | PMN J1921-1607 | 290.46458 | -16.12025 | BL Lac | 0 | (16+/-2.1) e-10 | 1.742
331 | 2FGLJ1927.0+6153 | 1RXS J192649.5+615445 | 291.70792 | 61.91147 | BL Lac | 0 | (21.8+/-2) e-10 | 1.839
332 | 2FGLJ1936.8-4721 | PMN J1936-4719 | 294.23583 | -47.33264 | BL Lac | 0.265 | (7+/-1.6) e-10 | 1.645
333 | 2FGLJ1946.1-3115 | PKS 1942-313 | 296.4975 | -31.19447 | BL Lac | 0 | (7.1+/-1.7) e-10 | 2.288
334 | 2FGLJ1958.4-3012 | 1RXS 195815.6-301119 | 299.56167 | -30.18692 | BL Lac | 0.119 | (5.9+/-1.8) e-10 | 1.86
335 | 2FGLJ2000.0+6509 | 1ES 1959+650 | 299.99917 | 65.1485 | BL Lac | 0.047 | (58.8+/-2.7) e-10 | 1.937
336 | 2FGLJ2001.7+7042 | TXS 2001+705 | 300.39167 | 70.67367 | BL Lac | 0.254 | (8.2+/-1.6) e-10 | 2.183
337 | 2FGLJ2009.5-4850 | PKS 2005-489 | 302.35417 | -48.83164 | BL Lac | 0.071 | (38.3+/-2.6) e-10 | 1.779
338 | 2FGLJ2004.5+7754 | S5 2007+77 | 301.38 | 77.87881 | BL Lac | 0.342 | (10.8+/-1.5) e-10 | 2.217
339 | 2FGLJ2009.7+7225 | 4C +72.28 | 302.46875 | 72.48869 | BL Lac | 0 | (14.4+/-1.7) e-10 | 2.303
340 | 2FGLJ2015.1-0137 | PKS 2012-017 | 303.81292 | -1.62581 | BL Lac | 0 | (11.8+/-1.8) e-10 | 2.247
341 | 2FGLJ2016.3-0904 | PMN J2016-0903 | 304.1 | -9.05919 | BL Lac | 0.367 | (19.1+/-2) e-10 | 2.048
342 | 2FGLJ2022.3-4518 | PMN J2022-4513 | 305.60917 | -45.22542 | BL Lac | 0 | (5+/-1.3) e-10 | 2.306
343 | 2FGLJ2022.5+7614 | S5 2023+760 | 305.6475 | 76.19067 | BL Lac | 0.594 | (15.1+/-1.7) e-10 | 2.318
344 | 2FGLJ2031.7+1223 | PKS 2029+121 | 307.97917 | 12.32814 | BL Lac | 1.213 | (12.2+/-1.8) e-10 | 2.403
345 | 2FGLJ2036.6+6551 | 87GB 203539.4+654245 | 309.08292 | 65.88742 | BL Lac | 0 | (5.9+/-1.4) e-10 | 2.003
346 | 2FGLJ2039.1-1046 | TXS 2036-109 | 309.75292 | -10.77858 | BL Lac | 0 | (22.2+/-2.1) e-10 | 1.988
347 | 2FGLJ2042.1+2428 | MG2 J204208+2426 | 310.525 | 24.44783 | BL Lac | 0.104 | (6.2+/-1.4) e-10 | 1.734
348 | 2FGLJ2050.0+0408 | PKS 2047+039 | 312.52625 | 4.13061 | BL Lac | 0 | (8.3+/-1.5) e-10 | 2.034
349 | 2FGLJ2055.4-0023 | 1RXS J205528.2-002123 | 313.8675 | -0.35442 | BL Lac | 0 | (3.9+/-1.3) e-10 | 1.355
350 | 2FGLJ2108.7-0246 | TXS 2106-030 | 317.18625 | -2.84297 | BL Lac | 0.149 | (3.8+/-1.2) e-10 | 1.744
351 | 2FGLJ2116.2+3339 | B2 2114+33 | 319.06042 | 33.65564 | BL Lac | 0.35 | (28.2+/-2.4) e-10 | 1.798
352 | 2FGLJ2127.8+3614 | B2 2125+35 | 321.92917 | 36.21803 | BL Lac | 0 | (10.7+/-1.8) e-10 | 1.742
353 | 2FGLJ2131.6-0914 | RBS 1752 | 322.8975 | -9.25631 | BL Lac | 0.449 | (7.7+/-1.4) e-10 | 2.092
354 | 2FGLJ2133.8-0154 | PKS 2131-021 | 323.54292 | -1.88808 | BL Lac | 1.284 | (9.5+/-1.5) e-10 | 2.317
355 | 2FGLJ2139.1-2054 | RBS 1769 | 324.71958 | -20.89625 | BL Lac | 0.29 | (26.1+/-9.8) e-11 | 1.386
356 | 2FGLJ2139.3-4236 | MH 2136-428 | 324.85042 | -42.58867 | BL Lac | 0 | (55.7+/-3) e-10 | 2.095
357 | 2FGLJ2143.2-3929 | PMN J2143-3929 | 325.76167 | -39.49 | BL Lac | 0.429 | (6.7+/-1.4) e-10 | 1.85
358 | 2FGLJ2146.6-1345 | NVSS J214637-134359 | 326.65417 | -13.73331 | BL Lac | 0 | (11.6+/-1.7) e-10 | 1.636
359 | 2FGLJ2149.6+0326 | PKS B2147+031 | 327.42458 | 3.38072 | BL Lac | 0 | (8.2+/-1.5) e-10 | 2.101
360 | 2FGLJ2152.4+1735 | S3 2150+17 | 328.10333 | 17.57722 | BL Lac | 0.871 | (5.7+/-1.3) e-10 | 2.181
361 | 2FGLJ2158.8-3013 | PKS 2155-304 | 329.71708 | -30.22508 | BL Lac | 0.116 | (235+/-5.7) e-10 | 1.838
362 | 2FGLJ2159.9+1023 | TXS 2157+102 | 330.03333 | 10.50214 | BL Lac | 0 | (4.6+/-1.2) e-10 | 2.074
363 | 2FGLJ2202.8+4216 | BL Lacertae | 330.68 | 42.27778 | BL Lac | 0.0686 | (105+/-3.9) e-10 | 2.107
364 | 2FGLJ2204.6+0442 | 4C +04.77 | 331.0725 | 4.66739 | BL Lac | 0.027 | (6.5+/-1.3) e-10 | 2.225
365 | 2FGLJ2206.6-0029 | PMN J2206-0031 | 331.68 | -0.51731 | BL Lac | 0 | (6.2+/-1.4) e-10 | 2.157
366 | 2FGLJ2217.1+2422 | B2 2214+24B | 334.25292 | 24.36269 | BL Lac | 0.505 | (9.1+/-1.5) e-10 | 2.24
367 | 2FGLJ2221.6-5223 | PMN J2221-5224 | 335.37208 | -52.42375 | BL Lac | 0 | (6.8+/-1.2) e-10 | 2.062
368 | 2FGLJ2236.5-1431 | PKS 2233-148 | 339.14208 | -14.55619 | BL Lac | 0 | (38.6+/-2.5) e-10 | 2.24
369 | 2FGLJ2236.4+2828 | B2 2234+28A | 339.09333 | 28.48281 | BL Lac | 0.795 | (50.8+/-2.8) e-10 | 2.054
370 | 2FGLJ2243.2-2540 | PKS 2240-260 | 340.85958 | -25.74178 | BL Lac | 0.774 | (16.2+/-1.8) e-10 | 2.3
371 | 2FGLJ2243.9+2021 | RGB J2243+203 | 340.97792 | 20.35094 | BL Lac | 0 | (39.3+/-2.5) e-10 | 1.752
372 | 2FGLJ2244.1+4059 | TXS 2241+406 | 341.05292 | 40.95411 | BL Lac | 1.171 | (26+/-2.2) e-10 | 2.281
373 | 2FGLJ2247.2-0002 | PKS 2244-002 | 341.87542 | 0.00197 | BL Lac | 0.949 | (8.2+/-1.5) e-10 | 2.13
374 | 2FGLJ2250.0+3825 | B3 2247+381 | 342.52417 | 38.41031 | BL Lac | 0.119 | (10.9+/-1.7) e-10 | 1.837
375 | 2FGLJ2251.9+4032 | CRATES J2251+4030 | 342.99875 | 40.51597 | BL Lac | 0.229 | (10.2+/-1.6) e-10 | 2.129
376 | 2FGLJ2255.2+2408 | BZB J2255+2410 | 343.81375 | 24.17011 | BL Lac | 0 | (10.8+/-1.6) e-10 | 2.003
377 | 2FGLJ2256.4-2009 | PKS 2254-204 | 344.17125 | -20.19475 | BL Lac | 0 | (7.7+/-1.3) e-10 | 2.014
378 | 2FGLJ2258.8-5524 | PMN J2258-5526 | 344.57833 | -55.427 | BL Lac | 0.479 | (3.6+/-1) e-10 | 1.809
379 | 2FGLJ2300.6+3139 | NVSS J230022+313703 | 345.095 | 31.61786 | BL Lac | 0 | (8.3+/-1.4) e-10 | 1.906
380 | 2FGLJ2304.7+3703 | 1RXS J230437.1+370506 | 346.1525 | 37.08531 | BL Lac | 0 | (4.5+/-1.3) e-10 | 1.655
381 | 2FGLJ2308.0+1457 | MG1 J230734+1449 | 346.89167 | 14.83831 | BL Lac | 0.503 | (12.3+/-1.8) e-10 | 2.28
382 | 2FGLJ2310.9+0204 | NVSS J231101+020504 | 347.755 | 2.08519 | BL Lac | 0 | (5.4+/-1.2) e-10 | 2.075
383 | 2FGLJ2314.0+1446 | RGB J2313+147 | 348.48833 | 14.73958 | BL Lac | 0.163 | (8.2+/-1.5) e-10 | 1.812
384 | 2FGLJ2315.7-5014 | PKS 2312-505 | 348.93458 | -50.31103 | BL Lac | 0.808 | (6.6+/-1.3) e-10 | 2.238
385 | 2FGLJ2322.6+3435 | TXS 2320+343 | 350.68292 | 34.60375 | BL Lac | 0.098 | (4.3+/-1.4) e-10 | 1.739
386 | 2FGLJ2323.8+4212 | 1ES 2321+419 | 350.96708 | 42.18344 | BL Lac | 0.059 | (25.4+/-2.1) e-10 | 1.884
387 | 2FGLJ2324.7-4042 | 1ES 2322-409 | 351.18708 | -40.67886 | BL Lac | 0.173587 | (15.7+/-2) e-10 | 1.805
388 | 2FGLJ2325.4-4758 | PKS 2322-482 | 351.36167 | -48.00511 | BL Lac | 0.221 | (8.7+/-1.4) e-10 | 2.24
389 | 2FGLJ2325.3+3957 | B3 2322+396 | 351.32417 | 39.96008 | BL Lac | 0 | (23.3+/-2) e-10 | 1.989
390 | 2FGLJ2329.2+3755 | NVSS J232914+375414 | 352.30917 | 37.90408 | BL Lac | 0.264 | (9.5+/-1.6) e-10 | 1.833
391 | 2FGLJ2330.6-3723 | PKS 2327-376 | 352.64875 | -37.41011 | BL Lac | 0.279 | (4+/-1.1) e-10 | 2.093
392 | 2FGLJ2334.8+1431 | BZB J2334+1408 | 353.72417 | 14.53733 | BL Lac | 0 | (10.9+/-1.6) e-10 | 1.819
393 | 2FGLJ2339.0+2125 | RX J2338.8+2124 | 354.73458 | 21.41144 | BL Lac | 0.291 | (4.4+/-1.3) e-10 | 1.705
394 | 2FGLJ2341.7+8016 | 1RXS J234051.4+801513 | 355.22167 | 80.25403 | BL Lac | 0.274 | (26.3+/-2.1) e-10 | 1.875
395 | 2FGLJ2343.6+3437 | 1RXS J234332.5+343957 | 355.89042 | 34.66683 | BL Lac | 0.366 | (2.5+/-1) e-10 | 1.471
396 | 2FGLJ2352.0+1753 | 87GB 234934.7+173227 | 358.02417 | 17.82058 | BL Lac | 0 | (7.5+/-1.3) e-10 | 1.916
397 | 2FGLJ2353.5-3034 | PKS 2351-309 | 358.4475 | -30.63011 | BL Lac | 0 | (5.3+/-1.2) e-10 | 2.115
398 | 2FGLJ2356.1+4034 | NVSS J235612+403648 | 359.0525 | 40.61344 | BL Lac | 0.331 | (6+/-1.4) e-10 | 1.661
399 | 2FGLJ2359.0-3037 | H 2356-309 | 359.78125 | -30.62783 | BL Lac | 0.165 | (6.1+/-1.2) e-10 | 1.891
400 | 2FGLJ0000.9-0748 | PMN J0001-0746 | 0.325 | -7.77411 | BL Lac | 0 | (5.2+/-1.2) e-10 | 2.387
401 | 2FGLJ0840.7+1310 | 3C 207 | 130.19875 | 13.20658 | SSRQ | 0.680367 | (7.6+/-1.4) e-10 | 2.357
402 | 2FGLJ1829.7+4846 | 3C 380 | 277.3825 | 48.74628 | SSRQ | 0.692 | (13.7+/-1.6) e-10 | 2.345
403 | 2FGLJ0004.7-4736 | PKS 0002-478 | 1.14833 | -47.60567 | FSRQ | 0.88 | (9.4+/-1.4) e-10 | 2.451
404 | 2FGLJ0006.1+3821 | S4 0003+38 | 1.48792 | 38.33753 | FSRQ | 0.229 | (9.6+/-1.4) e-10 | 2.604
405 | 2FGLJ0017.4-0018 | S3 0013-00 | 4.04542 | -0.25403 | FSRQ | 1.574 | (4.1+/-1) e-10 | 2.603
406 | 2FGLJ0017.6-0510 | PMN J0017-0512 | 4.39875 | -5.21178 | FSRQ | 0.226 | (13.9+/-1.7) e-10 | 2.445
407 | 2FGLJ0023.2+4454 | B3 0020+446 | 5.8975 | 44.94336 | FSRQ | 1.062 | (7.2+/-1.3) e-10 | 2.36
408 | 2FGLJ0024.5+0346 | GB6 J0024+0349 | 6.18792 | 3.81761 | FSRQ | 0.545 | (5+/-1.3) e-10 | 2.244
409 | 2FGLJ0030.2-4223 | PKS 0027-426 | 7.57292 | -42.41317 | FSRQ | 0.495 | (9.7+/-1.3) e-10 | 2.613
410 | 2FGLJ0038.3-2457 | PKS 0035-252 | 9.56125 | -24.98389 | FSRQ | 1.196 | (8.1+/-1.4) e-10 | 2.387
411 | 2FGLJ0043.7+3426 | GB6 J0043+3426 | 10.95333 | 34.44058 | FSRQ | 0.966 | (19+/-1.9) e-10 | 2.116
412 | 2FGLJ0046.7-8416 | PKS 0044-84 | 11.105 | -84.37789 | FSRQ | 1.032 | (7.2+/-1.4) e-10 | 2.533
413 | 2FGLJ0047.9+2232 | NVSS J004802+223525 | 12.01042 | 22.59025 | FSRQ | 1.161 | (14.5+/-1.7) e-10 | 2.421
414 | 2FGLJ0049.7-5738 | PKS 0047-579 | 12.4975 | -57.64125 | FSRQ | 1.797 | (5.1+/-1.1) e-10 | 2.228
415 | 2FGLJ0050.1-0452 | PKS 0047-051 | 12.58958 | -4.87267 | FSRQ | 0.922 | (5.1+/-1.2) e-10 | 2.42
416 | 2FGLJ0051.0-0648 | PKS 0048-071 | 12.78417 | -6.83439 | FSRQ | 1.975 | (12.5+/-1.7) e-10 | 2.216
417 | 2FGLJ0057.9+3311 | MG3 J005830+3311 | 14.63333 | 33.18803 | FSRQ | 1.369 | (8.1+/-1.4) e-10 | 2.228
418 | 2FGLJ0102.3+4216 | GB6 J0102+4214 | 15.61333 | 42.23853 | FSRQ | 0.874 | (7.7+/-1.3) e-10 | 2.612
419 | 2FGLJ0105.0-2411 | PKS 0102-245 | 16.2425 | -24.27433 | FSRQ | 1.747 | (7.7+/-1.3) e-10 | 2.405
420 | 2FGLJ0108.6+0135 | 4C +01.02 | 17.16125 | 1.58297 | FSRQ | 2.099 | (63.5+/-3) e-10 | 2.262
421 | 2FGLJ0112.8+3208 | 4C 31.03 | 18.20958 | 32.13817 | FSRQ | 0.603 | (45.6+/-2.6) e-10 | 2.31
422 | 2FGLJ0113.7+4948 | S4 0110+49 | 18.3625 | 49.80661 | FSRQ | 0.395 | (8.6+/-1.5) e-10 | 2.261
423 | 2FGLJ0116.0-1134 | PKS 0113-118 | 19.05167 | -11.60417 | FSRQ | 0.671 | (15+/-1.7) e-10 | 2.444
424 | 2FGLJ0118.8-2142 | PKS 0116-219 | 19.73833 | -21.69164 | FSRQ | 1.165 | (43.3+/-2.6) e-10 | 2.122
425 | 2FGLJ0132.8-1654 | PKS 0130-17 | 23.18083 | -16.91328 | FSRQ | 1.02 | (21.3+/-1.9) e-10 | 2.445
426 | 2FGLJ0136.9+4751 | OC 457 | 24.24375 | 47.85811 | FSRQ | 0.859 | (72+/-3.2) e-10 | 2.148
427 | 2FGLJ0137.6-2430 | PKS 0135-247 | 24.40833 | -24.51514 | FSRQ | 0.835 | (10.5+/-1.4) e-10 | 2.423
428 | 2FGLJ0145.1-2732 | PKS 0142-278 | 26.26375 | -27.55972 | FSRQ | 1.148 | (20.6+/-1.8) e-10 | 2.584
429 | 2FGLJ0158.0-4609 | PMN J0157-4614 | 29.46208 | -46.24039 | FSRQ | 2.287 | (5.3+/-1.1) e-10 | 2.361
430 | 2FGLJ0205.4+3211 | B2 0202+31 | 31.27042 | 32.20831 | FSRQ | 1.466 | (4.8+/-1.2) e-10 | 2.664
431 | 2FGLJ0205.3-1657 | PKS 0202-17 | 31.24 | -17.02208 | FSRQ | 1.739 | (7.4+/-1.2) e-10 | 2.685
432 | 2FGLJ0206.5-1149 | PMN J0206-1150 | 31.60875 | -11.84431 | FSRQ | 1.663 | (6.6+/-1.2) e-10 | 2.092
433 | 2FGLJ0217.5-0813 | PKS 0214-085 | 34.26083 | -8.34778 | FSRQ | 0.606538 | (3.9+/-1.1) e-10 | 2.27
434 | 2FGLJ0217.9+0143 | PKS 0215+015 | 34.45375 | 1.74686 | FSRQ | 1.721 | (56.6+/-2.9) e-10 | 2.152
435 | 2FGLJ0221.0+3555 | S4 0218+35 | 35.2725 | 35.93706 | FSRQ | 0.944 | (53+/-2.8) e-10 | 2.275
436 | 2FGLJ0222.0-1615 | PKS 0219-164 | 35.50292 | -16.25461 | FSRQ | 0.7 | (5.7+/-1.2) e-10 | 2.467
437 | 2FGLJ0229.3-3644 | PKS 0227-369 | 37.36833 | -36.73275 | FSRQ | 2.115 | (11.9+/-1.5) e-10 | 2.533
438 | 2FGLJ0230.8+4031 | B3 0227+403 | 37.69042 | 40.548 | FSRQ | 1.019 | (14+/-1.6) e-10 | 2.629
439 | 2FGLJ0237.8+2846 | 4C +28.07 | 39.46833 | 28.80261 | FSRQ | 1.206 | (37.7+/-2.5) e-10 | 2.158
440 | 2FGLJ0237.1-6136 | PKS 0235-618 | 39.22125 | -61.60444 | FSRQ | 0.467 | (28.4+/-2.1) e-10 | 2.333
441 | 2FGLJ0245.1+2406 | B2 0242+23 | 41.32 | 24.09303 | FSRQ | 2.247 | (11+/-1.6) e-10 | 2.544
442 | 2FGLJ0245.9-4652 | PKS 0244-470 | 41.5 | -46.85511 | FSRQ | 1.385 | (45.4+/-2.5) e-10 | 2.434
